OrderNumber,Month,DayNite,SalesPerson,ProductID,ShoeBrand,ShoeStyle,ShoeColor,ShoeGender,Price,StoreCity,CustGender,CustAge,OnSale,discount,AgeGP,Cost
MEM404,February,PM,Kevin,382118,Nike,LeBron Xiii,Green/Black,M,200,MEMPHIS,M,20,N,0,18-25,128.26
MEM405,February,PM,Karen,200171,Nike,LeBron 12 iD,White/Black,W,80,MEMPHIS,F,20,N,0,18-25,68.79
BAR406,February,PM,Ashley,200156,Nike,Nike AF-1 Ultra Force Mid,White/Black,W,64.97,BARTLETT,F,64,N,0,Over 55,18.68
MEM407,February,PM,Ashley,200156,Nike,Nike AF-1 Ultra Force Mid,White/Black,W,64.97,MEMPHIS,F,70,N,0,Over 55,41.27
MEM408,February,PM,Karen,399834,Reebok,Goddess,White/Pink,W,59.95,MEMPHIS,F,36,N,0,36-45,34.42
GER409,February,PM,Kevin,200243,Nike,Nike Lunar TR1 LE,Black/Orange,M,94.97,GERMANTOWN,M,43,N,0,36-45,42.82
MEM410,February,PM,Ashley,200175,Nike,Nike Roshe One ,White/multi,W,95,MEMPHIS,F,52,N,0,45-55,92.43
BAR411,February,PM,Karen,385549,Saucony,Saucony Triumph,Green/Blue,W,88.89,BARTLETT,F,56,N,0,Over 55,54.65
MEM412,February,PM,Ashley,200152,Nike,Nike Shox NZ,Yellow/White,W,155,MEMPHIS,F,21,N,0,18-25,115.05
GER413,February,PM,Kevin,410104,Saucony,Saucony Triumph,Blue/White,W,88.89,GERMANTOWN,F,52,N,0,45-55,86.6
MEM414,February,PM,Ashley,345836,ASICS,GEL-Equation? 7,White,W,69.99,MEMPHIS,F,29,N,0,26-35,16.06
GER415,February,PM,Alfonso,200237,Nike,Nike Free Cross Bionic 3,Red,W,110,GERMANTOWN,F,36,N,0,36-45,87.28
GER416,February,PM,Alfonso,200237,Nike,Nike Free Cross Bionic 4,Red,W,110,GERMANTOWN,F,36,N,0,36-45,25.14
BAR417,February,PM,Kevin,327674,ASICS,GEL-Exalt 2?,Green,M,79.99,BARTLETT,M,51,N,0,45-55,19.72
MEM418,February,PM,Mandeep,200177,Nike,Nike Air Zoom Fly 2,White/Black,W,90,MEMPHIS,F,45,N,0,36-45,100.97
GER419,February,PM,Ashley,200182,Nike,Nike Lunar Force 1 Sky Hi,White/Black,W,89.97,GERMANTOWN,F,46,N,0,45-55,95.89
MEM420,February,PM,Ashley,200182,Nike,Nike Lunar Force 1 Sky Hi,White/Black,W,89.97,MEMPHIS,F,16,N,0,18-25,27.86
BAR421,February,PM,Mandeep,411863,Reebok,Dual Rush Z,White,W,69.95,BARTLETT,F,61,N,0,Over 55,80.06
MEM422,February,PM,Mandeep,200279,Nike,Air Jordan 2,Black/Orange,M,74.97,MEMPHIS,M,57,N,0,Over 55,45.18
GER423,February,PM,Ashley,200185,Nike,LeBron 12 iD,White/Black,M,100,GERMANTOWN,M,36,N,0,36-45,34.86
BAR424,February,PM,Mandeep,409279,Saucony,Saucony Triumph,Black/Red/Aqua,W,88.89,BARTLETT,F,27,N,0,26-35,62.56
GER425,February,PM,Ashley,200136,Nike,Nike Zoom LeBron Soldier VIII iD,Purple/Pink,W,170,GERMANTOWN,F,20,N,0,18-25,154.74
MEM426,February,PM,Ashley,200136,Nike,Nike Zoom LeBron Soldier VIII iD,Purple/Pink,W,170,MEMPHIS,F,23,N,0,18-25,46.02
MEM427,February,PM,Ashley,411849,Reebok,Southrange Run,Blue/Green,W,59.95,MEMPHIS,F,37,N,0,36-45,13.52
MEM428,February,AM,Ashley,345833,ASICS,Gel-Flux?,White,W,67.99,MEMPHIS,F,62,N,0,Over 55,42.09
GER429,February,PM,Alfonso,200291,Nike,LeBron Xiii,Red,M,100,GERMANTOWN,M,37,N,0,36-45,68.99
GER430,February,PM,Alfonso,200291,Nike,LeBron Xiii,Red,M,100,GERMANTOWN,M,37,N,0,36-45,89.22
MEM431,February,PM,Mandeep,382212,ASICS,GEL-Preleus?,Green,M,79.99,MEMPHIS,M,52,N,0,45-55,45.73
GER432,February,PM,Mandeep,200181,Nike,Nike Lunar Force 1 Sky Hi,White/Black,W,89.97,GERMANTOWN,F,35,N,0,26-35,40.08
BAR433,February,PM,Mandeep,200228,Nike,Nike Free 4.0,Black/Purple,M,90,BARTLETT,M,45,N,0,36-45,53.92
MEM434,February,AM,Ashley,407821,ASICS,GEL-FujiAttack? 4,White,W,93.99,MEMPHIS,F,44,N,0,36-45,107.28
MEM435,February,PM,Alfonso,200238,Nike,LeBron Xiii,Blue/Green,M,200,MEMPHIS,M,22,N,0,18-25,105.78
GER436,February,PM,Alfonso,200238,Nike,LeBron Xiii,Blue/Green,M,200,GERMANTOWN,M,21,N,0,18-25,131.61
GER437,February,PM,Mandeep,407770,ASICS,GEL-Fortify?,Green/White,M,149.95,GERMANTOWN,M,23,N,0,18-25,126.58
MEM438,February,PM,Mandeep,200172,Nike,LeBron 12 iD,Blue,W,80,MEMPHIS,F,20,N,0,18-25,79.21
GER439,February,PM,Mandeep,200295,Nike,Air Jordan 2,Black/Red/Aqua,M,174.99,GERMANTOWN,M,22,N,0,18-25,50.65
MEM440,February,AM,Ashley,382131,ASICS,GEL-Lyte33?,White,W,84.95,MEMPHIS,F,51,N,0,45-55,88.48
GER441,February,PM,Mandeep,382108,ASICS,GEL-Exalt 2?,Grey/Aqua,M,79.99,GERMANTOWN,M,52,N,0,45-55,28.67
GER442,February,PM,Mandeep,200192,Nike,Nike Flyknit Lunar,Blue,W,109.99,GERMANTOWN,F,18,N,0,18-25,121.36
GER443,February,PM,Alfonso,200215,Nike,Air Jordan,Blue/Grey,M,159.99,GERMANTOWN,M,30,N,0,26-35,158.13
GER444,February,PM,Alfonso,200215,Nike,Air Jordan,Blue/Grey,M,159.99,GERMANTOWN,M,30,N,0,26-35,113.32
MEM445,February,PM,Mandeep,200217,Nike,Air Jordan,Black/White,M,159.99,MEMPHIS,M,23,N,0,18-25,90.36
GER446,February,AM,Ashley,407688,ASICS,GEL-Noosa Tri?,White,W,139.95,GERMANTOWN,F,26,N,0,26-35,154.44
MEM447,February,PM,Mandeep,382205,ASICS,GEL-Sendai?,Grey/Aqua,M,139.95,MEMPHIS,M,26,N,0,26-35,74.21
GER448,February,PM,Mandeep,200203,Nike,Nike Flyknit Lunar,Blue,W,109.99,GERMANTOWN,F,46,N,0,45-55,66.5
MEM449,February,PM,Ashley,411863,Reebok,Dual Rush Z,White,W,69.95,MEMPHIS,F,61,N,0,Over 55,25.09
GER450,February,PM,Mandeep,200189,Nike,Nike Flyknit Lunar,Blue/Green,W,109.99,GERMANTOWN,F,47,N,0,45-55,83.1
GER451,February,PM,Mandeep,200189,Nike,Nike Flyknit Lunar,Blue/Green,W,109.99,GERMANTOWN,F,25,N,0,18-25,54.48
BAR452,February,PM,Alfonso,200219,Nike,Air Jordan,Orange,M,159.99,BARTLETT,M,48,N,0,45-55,71.77
MEM453,February,PM,Alfonso,200219,Nike,Air Jordan,Orange,M,159.99,MEMPHIS,M,15,N,0,18-25,69.03
MEM454,February,PM,Ashley,364815,Saucony,Saucony Triumph,White/Black,W,88.89,MEMPHIS,F,64,N,0,Over 55,18.1
GER455,February,PM,Mandeep,200135,Nike,Nike Flyknit Lunar,Orange/Red,W,109.99,GERMANTOWN,F,31,N,0,26-35,47
MEM456,February,PM,Mandeep,200135,Nike,Nike Flyknit Lunar,Orange/Red,W,109.99,MEMPHIS,F,32,N,0,26-35,48.97
BAR457,February,PM,Mandeep,200220,Nike,LeBron Xiii,Black/White,M,200,BARTLETT,M,20,N,0,18-25,188.78
GER458,February,PM,Ashley,200141,Nike,Nike Flyknit Lunar,Purple/Pink,W,109.99,GERMANTOWN,F,23,N,0,18-25,69.45
MEM459,February,PM,Ashley,200141,Nike,Nike Flyknit Lunar,Purple/Pink,W,109.99,MEMPHIS,F,23,N,0,18-25,23.68
GER460,February,PM,Ashley,411861,Reebok,Zquick Dash,Grey/Aqua,W,69.99,GERMANTOWN,F,28,N,0,26-35,70.43
MEM461,February,AM,Mandeep,382084,ASICS,GEL-Surveyor?,White,W,139.97,MEMPHIS,F,26,N,0,26-35,90.98
GER462,February,PM,Mandeep,382067,ASICS,GEL-Evate 2,Grey/Green,M,123.99,GERMANTOWN,M,55,N,0,45-55,109.76
GER463,February,PM,Mandeep,200189,Nike,Nike Flyknit Air Max,Blue/Green,M,99.97,GERMANTOWN,M,47,N,0,45-55,78.27
MEM464,February,PM,Ashley,385614,Saucony,Saucony Triumph,Aqua/Black/White,W,88.89,MEMPHIS,F,20,N,0,18-25,25.54
MEM465,February,PM,Mandeep,200127,Nike,Nike Flyknit Lunar,Orange,W,109.99,MEMPHIS,F,20,N,0,18-25,30.77
COL466,February,PM,Mandeep,200127,Nike,Nike Flyknit Lunar,Orange,W,109.99,COLLIERVILLE,F,20,N,0,18-25,124.9
GER467,February,PM,Alfonso,200244,Nike,Nike Free 5.0,Orange,M,140,GERMANTOWN,M,37,N,0,36-45,36.4
BAR468,February,PM,Alfonso,200244,Nike,Nike Free 5.0,Orange,M,140,BARTLETT,M,38,N,0,36-45,133.26
GER469,February,PM,Ashley,410104,Saucony,Saucony Triumph,Blue/White,W,88.89,GERMANTOWN,F,48,N,0,45-55,44.59
GER470,February,PM,Mandeep,200189,Nike,Nike Flyknit Air Max,Blue/Green,W,99.97,GERMANTOWN,F,47,N,0,45-55,21.85
GER471,February,PM,Mandeep,200189,Nike,Nike Flyknit Air Max,Blue/Green,W,99.97,GERMANTOWN,F,21,N,0,18-25,57.47
MEM472,February,PM,Mandeep,200189,Nike,Nike Flyknit Air Max,Blue/Green,W,99.97,Memphis,F,47,N,0,45-55,56.7
MEM473,February,PM,Mandeep,200189,Nike,Nike Flyknit Air Max,Blue/Green,W,99.97,MEMPHIS,F,48,N,0,45-55,65.99
BAR474,February,PM,Mandeep,200235,Nike,Nike Lunar Eclipse,Black/White,M,135,BARTLETT,M,27,N,0,26-35,64.87
GER475,February,PM,Ashley,388255,Reebok,Zquick 2,Grey/Pink,W,58.97,GERMANTOWN,F,31,N,0,26-35,62.62
GER476,February,PM,Mandeep,200166,Nike,LeBron 12 iD,Purple/Grey,M,245,GERMANTOWN,M,17,N,0,18-25,102.38
GER477,February,PM,Mandeep,200166,Nike,LeBron 12 iD,Purple/Grey,M,245,GERMANTOWN,M,18,N,0,18-25,99.55
MEM478,February,AM,Mandeep,392571,ASICS,GEL-Cumulus? 16 BR?,White/Black,W,109.95,MEMPHIS,F,34,N,0,26-35,39.27
MEM479,February,PM,Mandeep,382174,ASICS,GEL-Noosa Tri?,Grey/Green,M,139.95,MEMPHIS,M,26,N,0,26-35,37.44
GER480,February,PM,Mandeep,200120,Nike,Nike Zoom Fit,Blue/White,W,69.97,GERMANTOWN,F,44,N,0,36-45,18.13
MEM481,February,PM,Ashley,385549,Saucony,Saucony Triumph,Green/Blue,W,88.89,MEMPHIS,F,56,N,0,Over 55,85.89
COL482,February,PM,Mandeep,200191,Nike,Nike Roshe Runner ,Orange,W,74.99,COLLIERVILLE,F,39,N,0,36-45,37.43
GER483,February,PM,Mandeep,200191,Nike,Nike Roshe Runner ,Orange,W,74.99,GERMANTOWN,F,37,N,0,36-45,24.14
GER484,February,PM,Felipe,200273,Nike,Nike Zoom Hypercross TR,Orange,M,140,GERMANTOWN,M,24,N,0,18-25,74.93
GER485,February,PM,Felipe,200273,Nike,Nike Zoom Hypercross TR,Orange,M,140,GERMANTOWN,M,24,N,0,18-25,76.69
MEM486,February,PM,Ashley,385581,Saucony,Saucony Triumph,White,W,88.89,MEMPHIS,F,56,N,0,Over 55,28.69
COL487,February,PM,Mandeep,200127,Nike,Nike Roshe Runner ,Orange,W,74.99,COLLIERVILLE,F,20,N,0,18-25,80.82
BAR488,February,PM,Mandeep,200127,Nike,Nike Roshe Runner ,Orange,W,74.99,BARTLETT,F,19,N,0,18-25,57.57
GER489,February,PM,Mandeep,200127,Nike,Nike Roshe Runner ,Orange,W,74.99,GERMANTOWN,F,19,N,0,18-25,57.35
COL490,February,PM,Mandeep,200127,Nike,Nike Roshe Runner ,Orange,W,74.99,COLLIERVILLE,F,19,N,0,18-25,28.47
MEM491,February,PM,Alfonso,200245,Nike,Nike LunarGlide,Black/White,M,120,MEMPHIS,M,31,N,0,26-35,137.63
GER492,February,PM,Ashley,445173,Reebok,Smoothflex Flyer,White,W,69.95,GERMANTOWN,F,60,N,0,Over 55,51.76
COL493,February,PM,Mandeep,200131,Nike,Nike Roshe One ,Purple/Red,W,95,COLLIERVILLE,F,19,N,0,18-25,77.9
BAR494,February,PM,Mandeep,200131,Nike,Nike Roshe One ,Purple/Red,W,95,BARTLETT,F,19,N,0,18-25,44.16
MEM495,February,PM,Mandeep,382184,ASICS,GEL-Kahana? 7,White/Black,W,84.95,MEMPHIS,F,51,N,0,45-55,33.99
GER496,February,PM,Alfonso,407802,ASICS,GEL-DS Trainer? 20,Grey/White/Green,M,119.95,GERMANTOWN,M,57,N,0,Over 55,82.89
GER497,February,PM,Mandeep,200155,Nike,Air Jordan 2,Blue/White,W,89.97,GERMANTOWN,F,45,N,0,36-45,28.8
MEM498,February,PM,Ashley,409279,Saucony,Saucony Triumph,Black/Red/Aqua,W,88.89,MEMPHIS,F,30,N,0,26-35,35.79
GER499,February,PM,Mandeep,200194,Nike,Nike LunarGlide,Orange/Black,W,110,GERMANTOWN,F,31,N,0,26-35,42.3
BAR500,February,PM,Mandeep,200194,Nike,Nike LunarGlide,Orange/Black,W,110,BARTLETT,F,32,N,0,26-35,47.5
GER501,February,PM,Felipe,200261,Nike,Nike Free 4.0 Flyknit,Orange/Aqua,M,109.99,GERMANTOWN,M,43,N,0,36-45,70.92
COL502,February,PM,Felipe,200261,Nike,Nike Free 4.0 Flyknit,Orange/Aqua,M,109.99,COLLIERVILLE,M,43,N,0,36-45,76.55
BAR503,February,PM,Ashley,409230,Saucony,Saucony Triumph,White,W,88.89,BARTLETT,F,41,N,0,36-45,49.53
MEM504,February,PM,Mandeep,200191,Nike,Nike Air Force 2,Orange,W,100,MEMPHIS,F,39,N,0,36-45,79.91
MEM505,February,PM,Mandeep,200191,Nike,Nike Air Force 2,Orange,W,100,MEMPHIS,F,38,N,0,36-45,68.05
GER506,February,PM,Mandeep,200191,Nike,Nike Air Force 2,Orange,W,100,GERMANTOWN,F,37,N,0,36-45,111.2
GER507,February,PM,Mandeep,200191,Nike,Nike Air Force 2,Orange,W,100,GERMANTOWN,F,37,N,0,36-45,47.02
BAR508,February,PM,Alfonso,200264,Nike,LeBron Xiii,Black/White,M,200,BARTLETT,M,25,N,0,18-25,118.55
BAR509,February,PM,Ashley,399834,Reebok,Goddess,White/Pink,W,59.95,BARTLETT,F,43,N,0,36-45,22.65
MEM510,February,PM,Mandeep,200139,Nike,Nike Dunk High Skinny,Purple/White,W,129.99,MEMPHIS,F,19,N,0,18-25,92.93
COR511,February,PM,Mandeep,200139,Nike,Nike Dunk High Skinny,Purple/White,W,129.99,CORDOVA,F,18,N,0,18-25,97.31
MEM512,February,PM,Alfonso,374586,ASICS,GEL-Nimbus? 16,Grey/White/Green,M,119.99,MEMPHIS,M,33,N,0,26-35,113.78
GER513,February,PM,Mandeep,200148,Nike,Nike Roshe One ,White,W,95,GERMANTOWN,F,44,N,0,36-45,31.28
COL514,February,PM,Mandeep,200278,Nike,Nike Zoom Speed Trainer,Black/Red,M,90,COLLIERVILLE,M,17,N,0,18-25,50.7
BAR515,February,PM,Mandeep,363959,ASICS,GEL-Preleus?,White/Black,W,79.99,BARTLETT,F,52,N,0,45-55,65.9
GER516,February,PM,Felipe,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,M,100,GERMANTOWN,M,37,N,0,36-45,96.82
COL517,February,PM,Felipe,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,M,100,COLLIERVILLE,M,38,N,0,36-45,90.72
MEM518,February,PM,Alfonso,200268,Nike,Air Jordan 2,Black/White,M,174.99,MEMPHIS,M,31,N,0,26-35,68.58
GER519,February,PM,Alfonso,407698,ASICS,GEL-Evate? 3,Red,M,149.95,GERMANTOWN,M,22,N,0,18-25,150.22
MEM520,February,AM,Alfonso,200281,Nike,Nike LunarGlide,Black/White,M,120,MEMPHIS,M,40,N,0,36-45,33.71
GER521,February,PM,Mandeep,200184,Nike,Nike Flyknit Lunar,White,W,109.99,GERMANTOWN,F,45,N,0,36-45,99.26
COR522,February,PM,Mandeep,200283,Nike,Nike Flex Run 2014,Black/Red,M,80,CORDOVA,M,21,N,0,18-25,21.84
MEM523,February,PM,Mandeep,363944,ASICS,GEL-Fuji Trainer? 3,White/multi,M,77.99,MEMPHIS,M,56,N,0,Over 55,21.36
COL524,February,PM,Felipe,200260,Nike,Nike Free 4.0 Flyknit,Orange/Black,M,109.99,COLLIERVILLE,M,20,N,0,18-25,22.66
BAR525,February,PM,Felipe,200260,Nike,Nike Free 4.0 Flyknit,Orange/Black,M,109.99,BARTLETT,M,21,N,0,18-25,71.38
MEM526,February,PM,Alfonso,363780,ASICS,GEL-Noosafast?,Red,M,99.95,MEMPHIS,M,41,N,0,36-45,68.3
GER527,February,AM,Alfonso,200282,Nike,Nike Dual Fusion Run 3,Black/White,M,80,GERMANTOWN,M,51,N,0,45-55,23.74
MEM528,February,PM,Mandeep,200133,Nike,Nike Flyknit Lunar,Green/White,W,109.99,MEMPHIS,F,16,N,0,18-25,71.78
COL529,February,PM,Mandeep,200296,Nike,Nike Lunar Eclipse,Black/Red,M,135,COLLIERVILLE,M,40,N,0,36-45,112.1
GER530,February,PM,Mandeep,392600,ASICS,GEL-Kayano? 21,White/Pink,W,159.95,GERMANTOWN,F,20,N,0,18-25,127.71
MEM531,February,PM,Gary,200274,Nike,Nike Flyknit Air Max,Orange/Yellow/Black,M,99.97,MEMPHIS,M,48,N,0,45-55,26.17
BAR532,February,PM,Gary,200274,Nike,Nike Flyknit Air Max,Orange/Yellow/Black,M,99.97,BARTLETT,M,49,N,0,45-55,73.54
MEM533,February,PM,Alfonso,363779,ASICS,GEL-DS Racer? 10,Red/Black,M,97.99,MEMPHIS,M,42,N,0,36-45,52.91
COL534,February,AM,Alfonso,200239,Nike,Nike Shox,Black/White/Purple,M,99.97,COLLIERVILLE,M,31,N,0,26-35,107.32
COL535,February,PM,Mandeep,200149,Nike,Nike Flyknit Lunar,Grey,W,109.99,COLLIERVILLE,F,13,N,0,18-25,72.63
COR536,February,PM,Mandeep,200213,Nike,Nike LunarGlide,Black/Grey,M,120,CORDOVA,M,19,N,0,18-25,116.21
BAR537,February,PM,Mandeep,407781,ASICS,33-FA?,Yellow/White,W,93.99,BARTLETT,F,44,N,0,36-45,100.41
BAR538,February,PM,Gary,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,M,100,BARTLETT,M,38,N,0,36-45,41.31
BAR539,February,PM,Gary,200255,Nike,Nike Air Zoom Streak 5,Orange/Black,M,100,BARTLETT,M,38,N,0,36-45,20.17
COL540,February,AM,Mandeep,385549,Saucony,Cortana,Green/Blue,W,78.97,COLLIERVILLE,F,56,N,0,Over 55,78.77
COR541,February,AM,Mandeep,385549,Saucony,Cortana,Green/Blue,W,78.97,CORDOVA,F,55,N,0,45-55,57.9
COR542,February,AM,Mandeep,385549,Saucony,Cortana,Green/Blue,W,78.97,CORDOVA,F,18,N,0,18-25,23.83
COL543,February,AM,Mandeep,385549,Saucony,Cortana,Green/Blue,W,78.97,COLLIERVILLE,F,56,N,0,Over 55,68.9
MEM544,February,AM,Alfonso,388255,Reebok,Zquick 2,Grey/Pink,W,58.97,MEMPHIS,F,14,N,0,18-25,17.59
COR545,February,PM,Mandeep,410104,Saucony,Breakthru,Blue/White,W,89.95,CORDOVA,F,40,N,0,36-45,38.63
GER546,February,PM,Mandeep,410104,Saucony,Breakthru,Blue/White,W,89.95,GERMANTOWN,F,52,N,0,45-55,67.38
COL547,February,PM,Mandeep,410104,Saucony,Breakthru,Blue/White,W,89.95,COLLIERVILLE,F,53,N,0,45-55,55.44
GER548,February,PM,Mandeep,410104,Saucony,Breakthru,Blue/White,W,89.95,GERMANTOWN,F,60,N,0,Over 55,60.68
MEM549,February,PM,Alfonso,411863,Reebok,Dual Rush Z,White,W,69.95,MEMPHIS,F,61,N,0,Over 55,30.71
GER550,February,PM,Mandeep,399834,Reebok,Goddess,White/Pink,W,59.95,GERMANTOWN,F,66,N,0,Over 55,66.9
BAR551,February,PM,Mandeep,399834,Reebok,Goddess,White/Pink,W,59.95,BARTLETT,F,67,N,0,Over 55,17.32
COL552,February,PM,Mandeep,399834,Nike,Air Jordan,White/Black,M,159.99,COLLIERVILLE,M,65,N,0,Over 55,37.76
COR553,February,PM,Mandeep,399834,Reebok,Goddess,White/Pink,W,59.95,CORDOVA,F,31,N,0,26-35,19.61
COR554,February,PM,Mandeep,399834,Reebok,Goddess,White/Pink,W,59.95,CORDOVA,F,32,N,0,26-35,38.37
COR555,February,PM,Alfonso,385543,Saucony,PowerGrid Omni,White,W,109.99,CORDOVA,F,33,N,0,26-35,55.22
MEM556,February,PM,Alfonso,363773,ASICS,GEL-Fuji Racer? 3,Red/Black,M,79.97,MEMPHIS,M,53,N,0,45-55,62.42
MEM557,February,AM,Alfonso,200211,Nike,LeBron Xiii,Blue,M,200,MEMPHIS,M,18,N,0,18-25,121.39
COL558,February,PM,Mandeep,200119,Nike,Nike Flyknit Lunar,Grey/Aqua,W,109.99,COLLIERVILLE,F,19,N,0,18-25,87.78
COR559,February,PM,Mandeep,200252,Nike,Nike LunarGlide,Black/Grey,M,120,CORDOVA,M,14,N,0,18-25,123.02
MEM560,February,PM,Mandeep,345827,ASICS,GEL-Nimbus? 16,Yellow/White,W,149.95,MEMPHIS,F,23,N,0,18-25,149.25
MEM561,February,PM,Gary,200260,Nike,Nike Free 4.0 Flyknit,Orange/Black,M,109.99,MEMPHIS,M,28,N,0,26-35,61.29
GER562,February,PM,Gary,200260,Nike,Nike Free 4.0 Flyknit,Orange/Black,M,109.99,GERMANTOWN,M,49,N,0,45-55,57.93
GER563,February,AM,Mandeep,411863,Reebok,Dual Rush Z,White,W,69.95,GERMANTOWN,F,60,N,0,Over 55,51.33
COL564,February,AM,Mandeep,411863,Reebok,Dual Rush Z,White,W,69.95,COLLIERVILLE,F,29,N,0,26-35,56.58
COR565,February,AM,Mandeep,411863,Reebok,Dual Rush Z,White,W,69.95,CORDOVA,F,61,N,0,Over 55,73.37
COL566,February,AM,Mandeep,411863,Reebok,Dual Rush Z,White,W,69.95,COLLIERVILLE,F,62,N,0,Over 55,79.78
COR567,February,AM,Alfonso,409239,Saucony,PowerGrid Omni,White,W,109.99,CORDOVA,F,29,N,0,26-35,100.79
COR568,February,AM,Mandeep,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,CORDOVA,F,35,N,0,26-35,32.67
COL569,February,AM,Bob,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,COLLIERVILLE,F,24,N,0,18-25,110.68
COL570,February,AM,Bob,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,COLLIERVILLE,F,34,N,0,26-35,97.18
MEM571,February,AM,Bob,409279,Saucony,PowerGrid Omni,Black/Red/Aqua,W,109.99,MEMPHIS,F,41,N,0,36-45,98.5
MEM572,February,AM,Alfonso,445173,Reebok,Smoothflex Flyer,White,W,69.95,MEMPHIS,F,60,N,0,Over 55,47.01
COR573,February,PM,Bob,385581,Saucony,PowerGrid Omni,White,W,109.99,CORDOVA,F,56,N,0,Over 55,38.99
COR574,February,PM,Alfonso,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,CORDOVA,F,47,N,0,45-55,48.42
MEM575,February,PM,Alfonso,407824,ASICS,GEL-Fuji Runnegade?,Red/Black,M,86.99,MEMPHIS,M,18,N,0,18-25,47.64
GER576,February,AM,Alfonso,200221,Nike,Nike Free 4.0 iD,Blue,M,140,GERMANTOWN,M,25,N,0,18-25,90.46
GER577,February,PM,Bob,200125,Nike,Nike Flyknit Lunar,Grey/Aqua,W,109.99,GERMANTOWN,F,27,N,0,26-35,78.6
COR578,February,PM,Bob,200276,Nike,Nike Zoom Field General,Black/Grey,M,104.97,CORDOVA,M,35,N,0,26-35,24.48
GER579,February,PM,Bob,382123,ASICS,GEL-Exalt? 2 Lite-Show,Purple/Pink,W,79.99,GERMANTOWN,F,52,N,0,45-55,87.35
MEM580,February,PM,Alfonso,382013,Nike,Air Jordan,Black,M,159.99,MEMPHIS,M,61,N,0,Over 55,107.46
GER581,February,AM,Alfonso,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,GERMANTOWN,F,66,N,0,Over 55,18.82
COR582,February,AM,Alfonso,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,CORDOVA,F,67,N,0,Over 55,34.92
COR583,February,AM,Alfonso,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,CORDOVA,F,28,N,0,26-35,34.28
COR584,February,AM,Alfonso,385614,Saucony,Ignition,Aqua/Black/White,W,46.97,CORDOVA,F,55,N,0,45-55,18.33
COR585,February,AM,Alfonso,409288,Saucony,Endorphin,White/Grey,W,59.95,CORDOVA,F,27,N,0,26-35,21.58
BAR586,February,AM,Alfonso,364815,Saucony,Fastwitch 6,White/Black,W,63.97,BARTLETT,F,26,N,0,26-35,61.98
COL587,February,AM,Alfonso,364815,Saucony,Fastwitch 6,White/Black,W,63.97,COLLIERVILLE,F,64,N,0,Over 55,59.32
GER588,February,AM,Alfonso,364815,Saucony,Fastwitch 6,White/Black,W,63.97,GERMANTOWN,F,20,N,0,18-25,67.52
COR589,February,AM,Alfonso,364815,Saucony,Fastwitch 6,White/Black,W,63.97,CORDOVA,F,36,N,0,36-45,30.3
MEM590,February,AM,Alfonso,399834,Reebok,Goddess,White/Pink,W,59.95,MEMPHIS,F,42,N,0,36-45,32.46
COR591,February,PM,Alfonso,409230,Saucony,Saucony Triumph,White,W,88.89,CORDOVA,F,41,N,0,36-45,69.85
COR592,February,PM,Alfonso,385549,Saucony,Cortana,Green/Blue,W,78.97,CORDOVA,F,55,N,0,45-55,35.98
GER593,February,PM,Alfonso,363813,ASICS,GEL-Kinsei? 5,Red/Black,M,139.99,GERMANTOWN,M,26,N,0,26-35,102.33
MEM594,February,AM,Alfonso,200241,Nike,LeBron Xiii,Blue,M,200,MEMPHIS,M,16,N,0,18-25,208.64
GER595,February,PM,Gary,200285,Nike,Nike Shox,Black/Grey,M,99.97,GERMANTOWN,M,12,N,0,18-25,107.96
MEM596,February,PM,Alfonso,200187,Nike,Nike Flyknit Lunar,Grey/Aqua,W,109.99,MEMPHIS,F,51,N,0,45-55,126.12
MEM597,February,PM,Alfonso,407778,ASICS,33-M?,Purple/Pink,W,139.95,MEMPHIS,F,26,N,0,26-35,137.49
MEM598,February,PM,Alfonso,366248,Nike,Air Jordan,Black/Red,M,159.99,MEMPHIS,M,39,N,0,36-45,156.82
GER599,February,PM,Alfonso,363818,ASICS,GEL-Excite? 2,Black/Red/Aqua,M,69.95,GERMANTOWN,M,34,N,0,26-35,48.52
MEM600,February,AM,Alfonso,200250,Nike,Nike SB Eric Koston 2 Max,Blue,M,115,MEMPHIS,M,28,N,0,26-35,118.3
COR601,February,PM,Gary,200243,Nike,Nike Lunar TR1 LE,Black/Orange,M,94.97,CORDOVA,M,43,N,0,36-45,54.92
COR602,February,PM,Alfonso,200202,Nike,Nike Flyknit Lunar,Grey/Orange,W,109.99,CORDOVA,F,32,N,0,26-35,105.91
MEM603,February,PM,Alfonso,407669,ASICS,GEL-Nimbus? 17,Purple/Pink,W,149.95,MEMPHIS,F,23,N,0,18-25,163.33
MEM604,February,PM,Alfonso,411854,Reebok,YourFlex MT,Blue/Pink/Lime,W,69.95,MEMPHIS,F,60,N,0,Over 55,49.9
